,long_team,team_num,teamname
54991,oe:team:cdc95458788b699cc0c3c6034dc992d,1400,Team Zan
54992,oe:team:ce02eb63c33525b64c0734c872d64cd,1401,Team AURORA
55178,oe:team:ce10c59d79b11ab8fa936e7aac890f1,1402,Huya All Star
55179,oe:team:ce499dea30cfce118f4fe85da0227e8,1403,T1
55451,oe:team:ce666ec5e91131390b04ed14a858cb1,1404,Kwangdong Freecs Challengers
55557,oe:team:cefba747496bb78899734aa2e1c67c8,1405,Melty eSport Club
55560,oe:team:cf666cb66152773d0557c53bfb2137e,1406,XY Esports
55561,oe:team:cf83296039548902f3c9d60b22635ec,1407,Blue Esports
55565,oe:team:cfc0ebfa157658a1257276edee9196e,1408,Hard Random
55586,oe:team:cfe39d6ad56ade376271fc42865bc2f,1409,Prime Clan
55589,oe:team:cff4c4759805907c870737415c8d4fd,1410,Wisła Płock eSports
55621,oe:team:d00921d1fc09960415443f591cb6160,1411,RoX
55717,oe:team:d06e44d315e9885e416867447358542,1412,Team Infamous
55737,oe:team:d071b2912dea2b3debbf837afb9f8de,1413,Unsold Stuff Gaming
55816,oe:team:d0b66d86c80208d543571f362b08ef6,1414,Furious Gaming Argentina
55835,oe:team:d110cb182784a4ecfe4fd1e242a1eb0,1415,Nibble Gaming
55836,oe:team:d123edddbd447a5af9b6402e1689e2d,1416,No Name
55837,oe:team:d133a1d79e3a76fd1db258c7c06bb7b,1417,Triumphant Song Gaming
55880,oe:team:d135f5fc6f1ec50cda24bc7e5910f62,1418,FURIA Academy
55955,oe:team:d1458aaa8d681ba2818028664a59155,1419,Sailors Esports
55956,oe:team:d15303823a1dccff9f3068fb357e356,1420,ahq eSports Club
56202,oe:team:d17ce7a4192b52f8e1daf94c381c75f,1421,Ramboot Club
56219,oe:team:d17e6a2f130f0cf8dd071ce88d5b870,1422,MAD Team
56309,oe:team:d18ab971048c6bc6e9f13ce38ba9fae,1423,LinGan e-Sports
56368,oe:team:d1a3c25be4cdcdb9d51353653b0ea70,1424,"University of California, Irvine"
56419,oe:team:d1c09638d5f5bff76830781601a792d,1425,XTGN
56422,oe:team:d1df3657e00e792cf0c4cf2aab478a6,1426,Team Just Ice
56433,oe:team:d1f833765bf7a9a8109d96a1b61afd7,1427,Golden Guardians Academy
56635,oe:team:d1f94eb386150a299d1fcccb7bf56ac,1428,ANEW Genesis
56637,oe:team:d21ef63049446e75f7d371c1802edd0,1429,mCon LG UltraGear
56714,oe:team:d2628b4f33cdc631c1fc42be5d2b771,1430,PDW
56734,oe:team:d2ae1a42c10d8ff649b4f32f13e6468,1431,Team THRLL Academy
56755,oe:team:d2dc3681437e2beb2bb4742477108ff,1432,Nongshim RedForce Challengers
56835,oe:team:d31f40e636f946b6081f341864eb157,1433,Falcons
56836,oe:team:d356a144644879dabb5f34cd99c886d,1434,Bilibili Gaming
57143,oe:team:d35b98d330df0acb88e2b27027b7e74,1435,Luxury Esports
57206,oe:team:d3959141423413e4590414afc16b1f6,1436,Supay Gaming
57213,oe:team:d3a84f44a4b85b09d6443097285f7c7,1437,Zoos Gaming
57267,oe:team:d418f5db39c1766ac692224837b3c24,1438,FENNEL
57306,oe:team:d43a0921a6e4fcd44ff8ed919480a7b,1439,Team Just Alpha
57324,oe:team:d448392af90cd2fa0b726394ecfa13f,1440,DayDreamers
57331,oe:team:d4553ea5020d1c35901ff030e2b4922,1441,Incredible Miracle
57372,oe:team:d4795b41be2ffe2063d40d1509eb890,1442,GamersOrigin
57461,oe:team:d496918ed33df066a706f8d33683d4c,1443,Diabolus Esports
57489,oe:team:d4bfd255bb67567308e77c241ff6cac,1444,Godsent
57506,oe:team:d5258d543c6a4a8e0996193f99ccede,1445,No Name
57507,oe:team:d535f853989194a502c3af8c4b88d14,1446,ASD Atlas
57510,oe:team:d53c3b4468d5a9ec7fb407350dd55df,1447,Maycam Evolve
57566,oe:team:d5465e862dc30f6b659b2e4965a9f0a,1448,Team Nerotec
57573,oe:team:d5772fdb1ae7fcc8046fa2e056a8715,1449,Malvinas Gaming
57624,oe:team:d5d81960196c1bcae308a2ab10bf756,1450,Wahaha Gaming
57626,oe:team:d61f857fa7a7d8ea4f0d453526373f7,1451,Tainted Minds
57654,oe:team:d67b8c3f9b00fd1c8cbdc714358bad3,1452,Orgless
57662,oe:team:d685ccc695e935d012e859cb3574f1c,1453,Imperium Pro Team
57665,oe:team:d6a33a844865a46a3a046be02d6837b,1454,Greek Regenesis eSports
57697,oe:team:d6bba391a1129002440759541df27e0,1455,DRX Academy
57795,oe:team:d6be0ecd5bcb3c81e3c23116e04b123,1456,Goat Esports
57802,oe:team:d6bee7b81c11ac0c4318473f54211a9,1457,FC Schalke 04 Evolution
57879,oe:team:d6daccfb074c6700b6237137d41fabb,1458,Adverse
57881,oe:team:d71f271aa9d8149f4bad0f86bc962b8,1459,Dream or Reality
57886,oe:team:d723992568441c6bafa2658129eade7,1460,KT Rolster
58362,oe:team:d763efccae3a91419242f36294f86e4,1461,Lyon Gaming
58365,oe:team:d7771bc633792f9efe65e49ce8cd7dd,1462,Team Coast
58413,oe:team:d78bf288bea8c9483999ec69fbf20cf,1463,CTU Pathos
58415,oe:team:d7a70e630922657d105195d2cbff0e5,1464,Lowkey Esports
58416,oe:team:d7ec1f968a609382e6e6d1bc2f6e4c3,1465,Meme City Esports
58420,oe:team:d7f0eddf6b5b5f8d94d79ac85f44974,1466,FENNEL Academy
58430,oe:team:d80103bdd8d612247d7d44fc77d204a,1467,PSV Esports
58477,oe:team:d80359db3f21194a58b02a3c7362695,1468,Vaevictis eSports
58539,oe:team:d83bffd1eb6ab4fc8b58abb3e646d48,1469,Just Randoms
58555,oe:team:d83c59bf7d6cbaba72f9d6684114336,1470,Crest Gaming Act Academy
58585,oe:team:d846b19a0131d2b0c3e931f2d4e9f14,1471,Team Frostbite
58589,oe:team:d8a52396ce9f51227ffeb4106759347,1472,Alior Bank Team
58635,oe:team:d8ab5f687bf0b1d829bd0c2883b819c,1473,ASP Esports
58642,oe:team:d8ca3fc1f0827ec76369af7b70d43e3,1474,Fukuoka SoftBank HAWKS gaming
58750,oe:team:d8fed581a97ae8abd305567d504bd1c,1475,Esports Academy
58757,oe:team:d90668db6ad5108669990e3878bb5b3,1476,Golden Guardians Challengers
58776,oe:team:d932b52fb3a9d5fad174728a969ee14,1477,Team Refuse
58869,oe:team:d946eb399b263986b81fad7203186fa,1478,Millenium
58928,oe:team:d996d27c1737a1f7494fc09d6911339,1479,Lyon Gaming
58974,oe:team:d9d4d528a3946fe2f62b25141e117de,1480,Absolute
58977,oe:team:d9d892aa846256524bcf642899931a7,1481,Dynasty Academy
58986,oe:team:d9ed0b8f74b1adc9a488cac7ecc72b1,1482,Glorious Gaming
59002,oe:team:d9f29b4eac8fd2a40f5a117e294316f,1483,Keypulse Esports
59019,oe:team:da2265e6219e0ec8a7b1ed3c6731169,1484,Flama Esports
59022,oe:team:da434e49a9c0160f58d6801620c3559,1485,Pushing Gaming
59030,oe:team:da5f2e46989c6a8ce510b0cc1f84828,1486,42 Gaming
59033,oe:team:da7281abfbacdeb467493b62cbe151e,1487,Naguara Team
59055,oe:team:dad402da1140c74da1f0c558dd926de,1488,MnM Gaming Academy
59069,oe:team:dadd79220e2853552cefc583098d21a,1489,GTZ Bulls
59119,oe:team:db052729079b7bbe03274df413b2d1b,1490,Venomcrest Esports
59124,oe:team:db208c945c7ac69939930168c326666,1491,Assassin Sniper
59138,oe:team:db4beb44c0b4f0ff63fab2729f14f80,1492,Topsports Gaming
59236,oe:team:db4e98d03fec12b08cb7a80b739c446,1493,PÊEK Gaming
59282,oe:team:dba2e551039e079ceae513ba7386109,1494,EXILE esports
59295,oe:team:dc21ed7da9e94f28739925bd7b2ca85,1495,Next Evolution
59297,oe:team:dc2cbf450547e86e4b73d6073c3a7c8,1496,Final Five
59312,oe:team:dc37b5d3bad57cd8d808c22f1f42046,1497,Coscu Army
59316,oe:team:dc38e3639d434f131875cd48a01debc,1498,Evil Geniuses Challengers
59360,oe:team:dc42a41e785824e6e40b27f4043c2e3,1499,Team QLASH Academy
59367,oe:team:dc43b84ccda7199fecec19166e392c0,1500,No Name
59368,oe:team:dcc812505700e6470c2b4bb2ce4437c,1501,6Sense
59387,oe:team:dcf87563dff3f23d3985a5bac289345,1502,Vipers
59406,oe:team:dda0813cbc9db279be5ee98c7c5b9c1,1503,No Name
59407,oe:team:ddb6aa775eebeffd5cc41ba5c35c6a1,1504,BRUTE
59482,oe:team:de55ffb045c6780ab5edf7e5d74b4d5,1505,Abyss Esports
59531,oe:team:de98ff88c3bdee429f503fcffeac1c8,1506,UTM Esports
59552,oe:team:dea36d562876c9ebf2456f71b55f790,1507,No Name
59553,oe:team:defbe61b50f5f3bca8344b032c4db1c,1508,Gama Dream
59602,oe:team:df01434cb64c250b577057dfe89e229,1509,MAGAZA
59609,oe:team:df045d28ec9b0b40ea9eb6ab50693ac,1510,Ankora Gaming
59623,oe:team:df0754486ef18bcdf1205ccaa30fb03,1511,Origen BCN
59646,oe:team:df307a715ef3aff2837cf96bfa86685,1512,Eclipse Gaming
59666,oe:team:df45d96b7b251f89748cc28b2bc8969,1513,BOOM Esports
59694,oe:team:df70cf5eb04453059ae5a4e4e30a392,1514,Mad Kings
59708,oe:team:df80f468a3f9a722df056fe9104f052,1515,ThunderTalk Gaming
59842,oe:team:df909168cd1adaab72084399480a8e4,1516,Komputronik H34T
59855,oe:team:dfbc53a1d6a3646a7e7dc1278a137ac,1517,ANEW Rising
59861,oe:team:dfce81ccb0f912228489d95e7600adf,1518,eKoVy
59866,oe:team:dfd20f6b96340a66e4004f41215f6b7,1519,Alpha Esports
59941,oe:team:e01a2c11f15509622fbd959bc4b881a,1520,DKB Diamonds
59945,oe:team:e021476ce48284b328c89031d763a85,1521,Reign
59948,oe:team:e03a60a972926ef947735e1b38b9a9b,1522,ReDefy Esports
59962,oe:team:e03a850dd5c4b5029e75de77a2afb98,1523,Sengoku Gaming Academy
59977,oe:team:e043b3558468d96e47864c0f89684c2,1524,NK Osijek Esport
59984,oe:team:e04e615807da5e9d86b88eb695ff935,1525,Cube Adonis
60010,oe:team:e05fc2a9f99e906ea564a672d75f839,1526,Akroma
60032,oe:team:e06f783b141f72cbae90ba86cfbd83b,1527,Last Resistance
60045,oe:team:e08debf4c952ffb61c82a30e5239a7b,1528,Dead Rabbits Club
60074,oe:team:e0ec1fed6e0949a0aef5f506ccb76ce,1529,Atletec
60126,oe:team:e11d25f4e815b120222610590480818,1530,Triple Esports
60144,oe:team:e120826aae03bee4be6cfec8ac49ede,1531,e-mFire
60152,oe:team:e129de91074731ebb2203742f65ba3e,1532,Universitario Esports
60155,oe:team:e148df5f8ee1c28556f4d82343d4284,1533,Harrisburg University
60188,oe:team:e15cc9b100ac0465d8e10a060667fa1,1534,Team Dignitas EU
60198,oe:team:e16dc1d6a36fc086c71f495a89442e9,1535,Athletico Esports
60202,oe:team:e16e08020a1c1f4b5e15b794a4e7ea3,1536,Royal Youth Academy
60237,oe:team:e175a9282fd200346d0432a252baecc,1537,T1 Academy
60296,oe:team:e18b5c998b30fb5392f043157d69b12,1538,Dare White
60300,oe:team:e1cbefa2c9766f5deaa96d958a31e89,1539,Once Upon A Team
60304,oe:team:e2032cdda6a487d10b7be0435e4fb31,1540,XTEN Esports
60378,oe:team:e21e3adb4144bf39d2647579b25501f,1541,WiLD MultiGaming
60405,oe:team:e2a65fbaf1e4dc9f539e9c7dfa195ad,1542,Resurgence
60426,oe:team:e31c6dcc465e0b94500ef023f42cdc1,1543,LDLC OL
60599,oe:team:e3586aa5fa693c32f782331619442a1,1544,Pirate Dream
60653,oe:team:e3a29387c70230d76837b86c2aefd14,1545,Aegis
60693,oe:team:e3f89acb10ecd65327fa954ff2ec047,1546,Dynamo Eclot
60768,oe:team:e40cdcb20302c0240d2084c909668aa,1547,Diamond Doves
60800,oe:team:e422814c2933709b7f913eb23f74e05,1548,CASLA Esports
60829,oe:team:e42ade212c09777da0f54bffe481f6d,1549,Partizan Esports
60864,oe:team:e435aa3ecb82a89e60544f5f5857a81,1550,DetonatioN FocusMe
61136,oe:team:e4a4cd8b5d8bf287ee99b842e5b621f,1551,SolaFide Esports
61167,oe:team:e4c1b46cd564252c83c5102dc789b3b,1552,Wildcard Gaming Red
61197,oe:team:e4e374ea65e4f2ca513cdd2579ad578,1553,Atlando Esports
61201,oe:team:e4f1fdf037eeaaec0c32772eb6d4d94,1554,RAGE
61204,oe:team:e5762a12b1dca7458bf1e6cdba8457e,1555,Winners
61254,oe:team:e581596cec3767d68b3f23d68bfa5c4,1556,HarmoniX Gaming
61261,oe:team:e5b2f06fead102a38cae16182e72cab,1557,KV Mechelen Esports Academy
61271,oe:team:e6083d0ae87166549dfcf0b01c21300,1558,Leviatan Esports Chile
61272,oe:team:e637bfca874f6d165f545eeb58e8360,1559,Tony Parker Adequat Academy
61308,oe:team:e6423e34fc74500296fbaa43fac025d,1560,TeamOrangeGaming
61315,oe:team:e6f0665e93b6c71463ded6de6a9dff6,1561,Team Amelia
61317,oe:team:e7121adad88546bce0ff2cc41c2d343,1562,Axolotl
61361,oe:team:e7265d3acfda2f8644115d32eeb1fcb,1563,Kwangdong Freecs Academy
61448,oe:team:e736f10b61654a27a75f59a05afd0e6,1564,ConViction Moon
61453,oe:team:e758ebe9a5a2cc81b9c8078479c2d87,1565,NRG
61476,oe:team:e7a7c6bf58eb268ed3f13aac4158aa8,1566,Liiv SANDBOX Youth
61528,oe:team:e7bb15e9b5c8dbb32b34d8dc5b08d99,1567,University of Toronto
61539,oe:team:e82c09af2170776b35900be0ac82aa7,1568,Campus Party Sparks
61588,oe:team:e84133caa1e561518201cc7d33f14ed,1569,Unicorns of Love.CIS
61659,oe:team:e85b277c0a485ba7d3daf63b76580d2,1570,No Name
61660,oe:team:e8d370a0e90adebb0571ec096375906,1571,Dragon Army
61723,oe:team:e8d8ae992fe72acb7adc7bfcee31dbb,1572,Team Vitality
61900,oe:team:e8ff27ece26a00bc4fc1e253183dae4,1573,Havan Liberty Academy
61902,oe:team:e902a02fc3a32f47cf0c3729893098b,1574,Inventive Esports
61907,oe:team:e90ea79eb35058df85082ef1ff0c728,1575,Looking for ORG
61909,oe:team:e919e6c4f8ed9efed7f8a1f49d2b44a,1576,4Elements Esports
61912,oe:team:e95881e704b8d441f8bd5413fe97e10,1577,No Name
61913,oe:team:e9830aab7a1713887db405511b17c82,1578,AOE Gold
61958,oe:team:e996958abfd7c1a71cb31fed8ca1ea5,1579,Team Fusion
61978,oe:team:ea04c2731d4cce306a17d765544e7e9,1580,Dinka Never Homeless Again
61980,oe:team:ea0defcb90ef9d0e67e092adcc37656,1581,Vegas Inferno
61986,oe:team:ea2a0b6a4dfccbe3c144dabb2bf99de,1582,YouthCrew Esports
62017,oe:team:ea6aaa4a7803a05fef1377dbedb3786,1583,Team Echo Zulu
62064,oe:team:ea6fa09489335785c9921c1e427aea5,1584,Hooked Esports
62071,oe:team:ea713c468d50ec009b60c1447b18b48,1585,Born to Kill
62086,oe:team:ea7f5b6d73556e1148c7bb8ae123d4d,1586,Team Mountain Drake
62122,oe:team:eaa2452a5e851bc274666f41623143b,1587,Fnatic Rising
62232,oe:team:eab5c007906936e2b6214db2d274fd5,1588,Charlotte Phoenix
62240,oe:team:eaeaad6cbcd022d2b872d4776aae2e6,1589,Top Esports Challenger
62415,oe:team:eaff5703f519ece3dcd7b5b49d000c2,1590,INTZ.Genesis
62425,oe:team:eb2c3286d3f7ae58bb118bbc87bab2c,1591,Vodafone Giants Academy
62437,oe:team:eb6fe14fc9cd93bc1fabd5ad75e78e3,1592,Warthox
62438,oe:team:eb704226a35906f55b51e7ebeaee260,1593,Berjaya Dragons
62481,oe:team:ebb55385af1c848dba72b6a8dad6159,1594,P3P eSports
62514,oe:team:ec45c1d412e89b59d0b013eab4af15e,1595,NumberOne Esports
62543,oe:team:ec532b4c1c089e19fe1894e990ee10e,1596,No Name
62544,oe:team:ec6df3b8882b76b51d9bbaee084738e,1597,CTRL PLAY
62562,oe:team:ec79d991a7dd0150a5f4b447c0ab1f4,1598,Team AURORA Academy
62642,oe:team:ec830d79559b38ffe2dcda535fd2bac,1599,ZeroZone Gaming
62644,oe:team:ec984a85fa876a52f448869c93cd93b,1600,Maze Gaming
62671,oe:team:eca46d5eadb0c405cb19a9104024393,1601,Pentagon Rejects
62688,oe:team:ecaf2adae2ff7f9511c9f662f18ffe7,1602,For The Win Esports
62817,oe:team:ecebaf23a84b54fc1b8668c9291778b,1603,God's Plan
62833,oe:team:ed2763d0f6ca9c05c17d888f3dc956e,1604,Vanir
62882,oe:team:ed28f87f0cfdba0a2a8f183cebae73a,1605,Anyone's Legend
62957,oe:team:ed697fa53b4832c6625299c1ddd40c9,1606,Barrage
62996,oe:team:ede9dbba5dba2018415a753766070a4,1607,Peak Performance
63003,oe:team:ee05009669039fc7ccbec84adc29566,1608,Smash It Down
63008,oe:team:ee140e8e9d6abd0bfd2b7bc94639d43,1609,Team Secret
63160,oe:team:ee45aec8db48a3adec16589f944e577,1610,Tectonic
63183,oe:team:ee569c9f5e85fba8fcf57d51b1b78ed,1611,DREN Esports
63211,oe:team:ee662fa8580ced6fb87aa4ca5b1fe7b,1612,mCon esports
63230,oe:team:ee71b2a517ae4fb13ab8cf4704183d8,1613,Galatasaray Academy
63288,oe:team:eec28291806422c00c2cbe3a75f7de2,1614,TOOOLS esports
63304,oe:team:eeccd8e382587a7bb88ee904876cc45,1615,Dignitas Challengers
63334,oe:team:eed9f442b59101a3865dfb3feac2792,1616,Fox B
63345,oe:team:eefde58f0df8d64690b358edd3c8cbb,1617,Braves Rising
63370,oe:team:ef1e6aa205209aa800aae6775fd68c7,1618,NecroRaisers
63373,oe:team:ef323f7c8590882faf14dfddd0a0252,1619,QTV Gaming
63401,oe:team:ef3298f302549d6a3f63791868d2080,1620,Playing Ducks
63402,oe:team:ef3bf261bc147069cca4a0bd4a6599b,1621,R-SIXTEAM
63416,oe:team:ef433aefe2d4bcfaff6296b947199e3,1622,Infernum Gaming
63429,oe:team:ef68c2c368d0cd292339d94c268bd19,1623,Ramo Awake Gaming
63440,oe:team:ef73b0c8f0ee92631adf7cb11ebe12d,1624,Oyun Hizmetleri
63484,oe:team:efcd9996cce28c8f5c8062ac3b7fbb4,1625,PENTA 1860
63537,oe:team:efffad611f754b23229bc78d12a18a2,1626,ŠAIM SE
63547,oe:team:f028b03d55190de2e3db0332acb61c3,1627,Liiv SANDBOX Academy
63586,oe:team:f05dcb5635b1d32962510e26e412218,1628,Dsyre Esports
63617,oe:team:f07ff3c5a283030021af9cea0bf44ed,1629,BT Excel
63703,oe:team:f081b761c52c8815264545f31442cf6,1630,Bifrost
63762,oe:team:f0822146e30aa1b07cbda205f14378e,1631,No Name
63763,oe:team:f11c9eace9c9f61931b6e0269d80102,1632,WanZhen Esports Club
63862,oe:team:f135d4a15fb5acaad384bd86d20ba15,1633,Wizards
63871,oe:team:f1537fbae2ac1bd71fd19460ba665f8,1634,BRUTE Talents
63886,oe:team:f16757c3e5eb0343bcb2d5c076847da,1635,No Name
63887,oe:team:f16bc42ce90f52133028907c5b9c5bd,1636,Sentinels ESC
63892,oe:team:f185af4fd48a7fac2dc50d7a23824b5,1637,Astral Authority
63895,oe:team:f2094ae60f9b1f3b6a17ad88ad75fc1,1638,Anubis Gaming
63923,oe:team:f2357aab765dfb94659ba2223a6d4f0,1639,Albus NoX Luna
63942,oe:team:f27741afb3044c971eeced9d0c2daa1,1640,devils.one
64021,oe:team:f2c96c44d1212aa70fcb30a764db73b,1641,Team Brickz
64022,oe:team:f32bc8a601cde2e7989f7045b766456,1642,Saint Louis University
64034,oe:team:f332127ba5ee3389e4c5cff45ac9a51,1643,EFS
64047,oe:team:f33930460c641ba8c7ffe11342c08ef,1644,Dream Makers
64053,oe:team:f33e729f8b4bab6c8188aa1c381e053,1645,ESCORT P9
64060,oe:team:f34c400132b57be53eb4c25828693c2,1646,Hokuto Esports
64062,oe:team:f3aa9bbd924ce3af42ac53f8326bc7c,1647,Karmine Corp
64187,oe:team:f3bc4f2e318bd6b40e1ddd88c637396,1648,Kaos Latin Gamers Academy
64209,oe:team:f3c533aeb87ace93284514faf321076,1649,Movistar Riders Academy
64248,oe:team:f3df621cead66dce37cc5c5525f14a7,1650,Winterfox
64264,oe:team:f3e93a37225a7f012ac53604a9afcae,1651,Vikingekrig Academy
64284,oe:team:f403408263100c2f4d2c43bf05a0a58,1652,NVision Esports
64328,oe:team:f42d079ab8451bab070c347e730f5fa,1653,Aston eSports
64333,oe:team:f44643241cfd17320bf6320016fd4dc,1654,TDC Esports
64342,oe:team:f48d6969116c71798a9db7a42e63e59,1655,RMIT Redbacks
64347,oe:team:f4b807048502e27f01499f06b235a9a,1656,Crvena zvezda Esports
64459,oe:team:f4c4528c6981e104a11ea7548630c23,1657,Oh My God
64702,oe:team:f4f16779039b02d87dbaae150f0723f,1658,Striking Vipers
64719,oe:team:f5003bcab72d32127d7eea18427178c,1659,Xenics
64721,oe:team:f51b1895a789e5fd883a0df8acaa4d0,1660,TSM Challengers
64739,oe:team:f54cf58f8e4305aceaf67d90e5656d3,1661,Gravity Elite
64754,oe:team:f550ae2e836d5c94219533f03917afe,1662,LK Gaming
64770,oe:team:f568ed3699bca56338d11b4def79e9c,1663,No Name
64771,oe:team:f57128cd29ac423bc73a9e301b0495f,1664,Timeout Esports Academy
64775,oe:team:f589eafcf087c11af27e475bafb047f,1665,MEGA
64780,oe:team:f58a8d352e90ae75eeedd400a5bad78,1666,No Name
64781,oe:team:f58b735b924142c30448bec482ec523,1667,Team Amibition Blaze
64782,oe:team:f5ae665c5b772f9c081b30593177b9d,1668,Team Pinnacle
64909,oe:team:f60c41e54d2d0eaad6159eeb45336b4,1669,Random 5
64928,oe:team:f6592f6325c0f37821595b60254597f,1670,Never Give Up
64933,oe:team:f678dedcefb1a8df0844b6499004aa1,1671,mYinsanity
64955,oe:team:f679caba939e1e66d4729c4c389f4b8,1672,WhereAreyouFrom
64956,oe:team:f6916bcaf8f0e2930832c306d5476a3,1673,Hong Kong Esports
65029,oe:team:f6918e6c2a3ca4e775360a7069e972d,1674,Furious Gaming Academy
65044,oe:team:f6ac342191e871ae8b13952ed61c31a,1675,Inaequalis
65075,oe:team:f6d3af6ea2f59c08f5231415a65cee2,1676,No Name
65076,oe:team:f6fd2177acca4512dc0b8abbe67351a,1677,Team Cloud Drake
65114,oe:team:f7028b2b013db876f65ba39a1d8a6a1,1678,Sudden Fear
65119,oe:team:f7357a7d977599b7742a122a2230cae,1679,Redemption eSports Porto Alegre
65167,oe:team:f73cbd69433514d61cf7c9cd0f5123a,1680,BRION
65193,oe:team:f7674bf69c8ffd96da506fcb1e65383,1681,Immortals Challengers
65207,oe:team:f7c0f545d3fc1860239d04b3ebe97f8,1682,Dewish Team
65227,oe:team:f7f7324c151aa6ed770b244ce08e027,1683,Evil Geniuses
65412,oe:team:f85f96a7979a43af6e1b26bd96df8a9,1684,Super Sunshine Fruit Basket Warriors
65421,oe:team:f897961ec197675982fc03ad90bd8b1,1685,Bursaspor Academy
65436,oe:team:f8c3923ecbc5de1edc4eaea53407c6f,1686,CJ Entus
65579,oe:team:f8d1a83e0a00a6ba5b0b1bc4c5b28c7,1687,Domme Jongens
65580,oe:team:f8ea9253431e533c75ae105288e498a,1688,Mercenaries
65593,oe:team:f93bd7ba4570c2b83b075cbc60f97ca,1689,No Team
65610,oe:team:f9692a71abd479f5e03146eaebbdfc2,1690,T1 Rookies
65626,oe:team:f97d88e6ec3c80153be75b4fc3c0c10,1691,Cherry Esports
65681,oe:team:f98a0a60c7cef97a7b0a27fd278abf4,1692,MOUZ
65860,oe:team:f99374803c2802a727e34ba54af754d,1693,Area of Effect Esports
65908,oe:team:f9a155899f212a00a349ba8568dfc78,1694,Team Green Forest
65909,oe:team:f9cdad9bc74674a51754dcee825640c,1695,compLexity.Red
65910,oe:team:f9d5cf621532c5ac51e0947d7098b7f,1696,Lille Esport
65973,oe:team:f9f16e15a84c85d050aa09b4a21c757,1697,Orbit Anonymo Esports
65978,oe:team:fa12fb801e77d60b9fde291b93c5d3f,1698,Apex Mission Impossible
65982,oe:team:fa56bf0083c4ae1f8508803e0209f21,1699,Granit Gaming
66000,oe:team:fa63571a9f777688f079f0ee86f746d,1700,Master of Chicken Gaming
66007,oe:team:faa8ea6e89c8c4ca180fc12dcbbd5ba,1701,g3nerationX
66016,oe:team:fae75f985d8c1509fa55ea782737bf6,1702,Bombers Academy
66029,oe:team:fb0f0212147f5791a38c9789b221b24,1703,Esport Empire
66037,oe:team:fb1fd138f4e0b99eacbe4da8395e94d,1704,Cyber Wolves
66085,oe:team:fb2c3c21cd8bbdb161246014c23e7e7,1705,Beşiktaş.Oyun Hizmetleri
66114,oe:team:fb502d6946ca02195d813428383935c,1706,eSuba Academy
66156,oe:team:fb9002f42f80682c50c85f05ec4dc8d,1707,Viperio
66172,oe:team:fb999a0470494c0967ddc6b7121f54c,1708,Team Forge
66196,oe:team:fba05dec4ecce67a4b830c94bc3d81a,1709,ZentaX Esports
66197,oe:team:fbc692c1e8c7eb9e89861374b186c53,1710,Inside Games Challengers
66225,oe:team:fbf53cf218dfaa8c2b2a864d13d2206,1711,Longzhu Gaming
66332,oe:team:fc1bd99623705778dfcd456fa72e882,1712,Team Afro
66365,oe:team:fc33a168b2f014da258c4115e9bff1c,1713,Rex Regalis
66368,oe:team:fc3d0bdc84e08efc1b6623448e64c15,1714,Team 7AM
66446,oe:team:fc7375b80317eeffe3f05e4d3912626,1715,KV Mechelen Esports
66521,oe:team:fc8e90107dabb9a35c490b0d86adea0,1716,Cloud9
66962,oe:team:fc9df461bf197760e6c41bae3444bcf,1717,Howling eSports
66964,oe:team:fca935f82fd01de843aa2799eb575ea,1718,Odivelas Sports Club
66995,oe:team:fcb94b14624bcdf327d65d191cd8503,1719,Ember
67000,oe:team:fcc0903ed91f896cdccaecd6cbd6589,1720,1907 Fenerbahçe Academy
67001,oe:team:fce0c469080578fffd7034b5f2ff57d,1721,Kingzone DragonX
67107,oe:team:fcec508e780bbd1ad493852640f5b36,1722,Top Esports
67363,oe:team:fcfdb4e291df2ed5206d241f59fd902,1723,Awesome Spear
67378,oe:team:fcfe169f63d7580c18c9c55bffe478c,1724,Team Orora
67382,oe:team:fd171f450f5ec90d23a0904fbd0641b,1725,Fission Esports
67383,oe:team:fd27f7adaecaeac4f8736159d57c0ce,1726,ThunderTalk Gaming Young
67499,oe:team:fd2be44e083523bc6f60d506d74be4d,1727,Avant Academy
67508,oe:team:fd2c4002bfafbae0456da0185e14120,1728,No Name
67509,oe:team:fe0f9f1a1d12af08c693959b09e45b4,1729,Earth Revolution Gaming
67511,oe:team:fe3c56376161c8146f798e8716788bd,1730,Roar
67512,oe:team:fe4037291be174edbe8b85a271f54f5,1731,Victorious Ace
67527,oe:team:fe409cbd7c72eb621d9c4e7eac75936,1732,CLG Academy
67690,oe:team:fe490c40d9afc2867c75924042a67c5,1733,Echo Zulu Domme Jongens
67698,oe:team:fe59c993d0bda004e54eaecdd957f54,1734,Deliverance Esports Peru
67702,oe:team:fe9f9acb467abd421f95d92a3ba83b7,1735,NonHK
67704,oe:team:feb2238d292019b934a4a51cdae3230,1736,Michigan State University
67706,oe:team:feb2b2b123198afc6beb8181a4ad4d8,1737,Team E Turner
67713,oe:team:fec0b0f2f22d7f75ac162e1ebba6f31,1738,Valkiria Esports
67723,oe:team:ff0118d68f738d57ce78b30839e4f16,1739,Gen.G Challengers
67788,oe:team:ff07fcf769a41fa17ded4746368d6c7,1740,Nongshim RedForce Academy
67840,oe:team:ff7be8a72b034b8ea34a3f7f69efdc0,1741,Uppercut esports
